evt_id,evt_time,evt_duration,evt_frame_url,evt_video_url,evt_type,evt_desc,evt_fix_desc
EV-20240501-001,2024-05-01 08:15:23,45,https://images.unsplash.com/photo-1506744038136-46273834b3fb?auto=format&fit=crop&w=400&q=80,http://storage.example.com/videos/20240501_081523.mp4,人员闯入,"围栏东侧有1名未授权人员翻越","经核实为维修人员未佩戴标识"
EV-20240501-002,2024-05-01 09:30:12,120,https://images.unsplash.com/photo-1461749280684-dccba630e2f6?auto=format&fit=crop&w=400&q=80,http://storage.example.com/videos/20240501_093012.mp4,物品遗留,"大厅沙发遗留黑色背包","包内为笔记本电脑，已联系失主"
EV-20240501-003,2024-05-01 10:05:47,30,https://images.unsplash.com/photo-1506744038136-46273834b3fb?auto=format&fit=crop&w=400&q=80,http://storage.example.com/videos/20240501_100547.mp4,安全违规,"操作员未戴护目镜切割金属","已现场纠正并记录"
EV-20240501-004,2024-05-01 11:20:33,180,https://images.unsplash.com/photo-1461749280684-dccba630e2f6?auto=format&fit=crop&w=400&q=80,http://storage.example.com/videos/20240501_112033.mp4,车辆违规,"车牌A12345在消防通道停车","车主为访客，已移车教育"
EV-20240501-005,2024-05-01 13:45:08,60,http://storage.example.com/frames/005.jpg,http://storage.example.com/videos/20240501_134508.mp4,设备异常,"3号电梯门反复开合","传感器故障，已停用报修"
EV-20240501-006,2024-05-01 14:10:55,90,http://storage.example.com/frames/006.jpg,http://storage.example.com/videos/20240501_141055.mp4,火灾隐患,"仓库发现烟头","系保洁人员违规吸烟"
EV-20240501-007,2024-05-01 15:30:41,150,http://storage.example.com/frames/007.jpg,http://storage.example.com/videos/20240501_153041.mp4,人员聚集,"南门5人争执推搡","促销活动排队纠纷"
EV-20240501-008,2024-05-01 16:45:22,40,http://storage.example.com/frames/008.jpg,http://storage.example.com/videos/20240501_164522.mp4,动物闯入,"野猫进入配电房","已驱离并封堵漏洞"
EV-20240501-009,2024-05-01 17:20:17,300,http://storage.example.com/frames/009.jpg,http://storage.example.com/videos/20240501_172017.mp4,系统告警,"门禁系统频繁误报","电源电压不稳导致"
EV-20240501-010,2024-05-01 18:05:44,75,http://storage.example.com/frames/010.jpg,http://storage.example.com/videos/20240501_180544.mp4,照明故障,"B区走廊灯常亮","感应器灵敏度需调整"
EV-20240501-011,2024-05-01 18:10:44,60,http://storage.example.com/frames/011.jpg,http://storage.example.com/videos/20240501_181044.mp4,门未关好,"西门未关紧","已通知保安巡查"
EV-20240501-012,2024-05-01 18:15:44,45,http://storage.example.com/frames/012.jpg,http://storage.example.com/videos/20240501_181544.mp4,异常噪音,"机房有异响","设备重启后恢复"
EV-20240501-013,2024-05-01 18:20:44,90,http://storage.example.com/frames/013.jpg,http://storage.example.com/videos/20240501_182044.mp4,水渍发现,"大厅地面有水渍","已清理干净"
EV-20240501-014,2024-05-01 18:25:44,120,http://storage.example.com/frames/014.jpg,http://storage.example.com/videos/20240501_182544.mp4,灯管损坏,"二楼灯管不亮","更换新灯管"
EV-20240501-015,2024-05-01 18:30:44,30,http://storage.example.com/frames/015.jpg,http://storage.example.com/videos/20240501_183044.mp4,门禁异常,"门禁刷卡无反应","重启门禁系统"
EV-20240501-016,2024-05-01 18:35:44,80,http://storage.example.com/frames/016.jpg,http://storage.example.com/videos/20240501_183544.mp4,电梯卡顿,"电梯运行缓慢","已报修"
EV-20240501-017,2024-05-01 18:40:44,55,http://storage.example.com/frames/017.jpg,http://storage.example.com/videos/20240501_184044.mp4,玻璃破损,"会议室玻璃有裂痕","已贴警示标识"
EV-20240501-018,2024-05-01 18:45:44,70,http://storage.example.com/frames/018.jpg,http://storage.example.com/videos/20240501_184544.mp4,异味报警,"地下室有异味","加强通风"
EV-20240501-019,2024-05-01 18:50:44,100,http://storage.example.com/frames/019.jpg,http://storage.example.com/videos/20240501_185044.mp4,门口积水,"北门口有积水","已排水"
EV-20240501-020,2024-05-01 18:55:44,40,http://storage.example.com/frames/020.jpg,http://storage.example.com/videos/20240501_185544.mp4,标识脱落,"楼层指示牌掉落","重新安装"
EV-20240501-021,2024-05-01 19:00:44,60,http://storage.example.com/frames/021.jpg,http://storage.example.com/videos/20240501_190044.mp4,门锁损坏,"储藏室门锁坏","更换门锁"
EV-20240501-022,2024-05-01 19:05:44,75,http://storage.example.com/frames/022.jpg,http://storage.example.com/videos/20240501_190544.mp4,电源跳闸,"配电箱跳闸","已恢复供电"
EV-20240501-023,2024-05-01 19:10:44,90,http://storage.example.com/frames/023.jpg,http://storage.example.com/videos/20240501_191044.mp4,垃圾溢出,"垃圾桶满溢","及时清理"
EV-20240501-024,2024-05-01 19:15:44,50,http://storage.example.com/frames/024.jpg,http://storage.example.com/videos/20240501_191544.mp4,门禁误报,"门禁误报警","系统已校准"
EV-20240501-025,2024-05-01 19:20:44,110,http://storage.example.com/frames/025.jpg,http://storage.example.com/videos/20240501_192044.mp4,空调故障,"空调不制冷","已联系维修"
EV-20240501-026,2024-05-01 19:25:44,35,http://storage.example.com/frames/026.jpg,http://storage.example.com/videos/20240501_192544.mp4,地砖松动,"走廊地砖松动","已修复"
EV-20240501-027,2024-05-01 19:30:44,60,http://storage.example.com/frames/027.jpg,http://storage.example.com/videos/20240501_193044.mp4,门口拥堵,"下班高峰拥堵","加强疏导"
